2024-11-04 12:50:20,309 - INFO - Processing results from openAIFiles\output\batch_output_20241104_101710.jsonl
2024-11-04 12:50:20,311 - ERROR - Error processing result for article-372: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,311 - ERROR - Error processing result for article-381: cannot access local variable 'RELEVANT' where it is not associated with a value
2024-11-04 12:50:20,311 - ERROR - Error processing result for article-390: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,311 - ERROR - Error processing result for article-400: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,312 - ERROR - Error processing result for article-409: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,312 - ERROR - Error processing result for article-418: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,313 - ERROR - Error processing result for article-427: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,313 - ERROR - Error processing result for article-436: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,313 - ERROR - Error processing result for article-444: cannot access local variable 'RELEVANT' where it is not associated with a value
2024-11-04 12:50:20,313 - ERROR - Error processing result for article-453: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,314 - ERROR - Error processing result for article-461: JSON content not found in expected format.
2024-11-04 12:50:20,314 - ERROR - Error processing result for article-470: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,314 - ERROR - Error processing result for article-478: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,314 - ERROR - Error processing result for article-504: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,315 - ERROR - Error processing result for article-373: cannot access local variable 'RELEVANT' where it is not associated with a value
2024-11-04 12:50:20,315 - ERROR - Error processing result for article-382: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,315 - ERROR - Error processing result for article-391: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,316 - ERROR - Error processing result for article-401: JSON content not found in expected format.
2024-11-04 12:50:20,316 - ERROR - Error processing result for article-410: cannot access local variable 'RELEVANT' where it is not associated with a value
2024-11-04 12:50:20,316 - ERROR - Error processing result for article-419: cannot access local variable 'IRRELEVANT' where it is not associated with a value
2024-11-04 12:50:20,316 - ERROR - Error processing result for article-428: JSON content not found in expected format.
2024-11-04 12:50:20,317 - ERROR - Error processing result for article-437: cannot access local variable 'IRRELEVANT' where it is not associated with a value
